Month,Day,Hour,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity
2,11,20,-7,-11,70
2,11,21,-7,-9,84
2,11,22,-7,-8,92
2,11,23,-7,-7,100
2,11,24,-7,-8,92
2,12,1,-11,-12,91
2,12,2,-11,-16,63
2,12,3,-12,-16,69
2,12,4,-13,-18,63
2,12,5,-13,-19,57
2,12,6,-13,-17,69
2,12,7,-14,-18,69
2,12,8,-14,-18,69
2,12,9,-13,-18,63
2,12,10,-13,-18,63
2,12,11,-12,-17,63
2,12,12,-11,-17,58
2,12,13,-10,-16,58
2,12,14,-9,-15,58
2,12,15,-8,-14,58
2,12,16,-8,-15,53
2,12,17,-9,-16,53
2,12,18,-11,-15,70
2,12,19,-11,-16,63
2,12,20,-12,-16,69
2,12,21,-12,-15,76
2,12,22,-12,-15,76
2,12,23,-13,-15,83
2,12,24,-13,-16,76
2,13,1,-14,-17,76
2,13,2,-14,-17,76
2,13,3,-15,-17,83
2,13,4,-15,-17,83
2,13,5,-15,-18,76
2,13,6,-14,-17,76
2,13,7,-14,-17,76
2,13,8,-13,-17,69
2,13,9,-13,-16,76
2,13,10,-12,-16,69
2,13,11,-11,-15,70
2,13,12,-9,-14,64
2,13,13,-7,-14,54
2,13,14,-7,-14,54
2,13,15,-7,-13,59
2,13,16,-6,-12,59
2,13,17,-6,-13,54
2,13,18,-7,-13,59
2,13,19,-8,-14,58
2,13,20,-8,-14,58
2,13,21,-9,-15,58
2,13,22,-11,-16,63
2,13,23,-11,-16,63
2,13,24,-12,-16,69
2,14,1,-12,-16,69
2,14,2,-14,-17,76
2,14,3,-14,-16,83
2,14,4,-14,-16,83
2,14,5,-14,-15,91
2,14,6,-15,-16,91
2,14,7,-15,-16,91
2,14,8,-16,-17,91
2,14,9,-13,-15,83
2,14,10,-9,-13,70
2,14,11,-6,-13,54
2,14,12,-6,-14,49
2,14,13,-4,-13,45
2,14,14,-3,-14,38
2,14,15,-2,-15,32
2,14,16,-1.8,-15.5,30
2,14,17,-2,-16,29
2,14,18,-3,-14,38
2,14,19,-4,-13,45
2,14,20,-4,-13,45
2,14,21,-6,-11,64
2,14,22,-7,-12,64
2,14,23,-8,-12,70
2,14,24,-8,-12,70
2,15,1,-8,-12,70
2,15,2,-8,-12,70
2,15,3,-8,-12,70
2,15,4,-9,-13,70
2,15,5,-9,-13,70
2,15,6,-9,-13,70
2,15,7,-9,-13,70
2,15,8,-10,-13,76
2,15,9,-10,-13,76
2,15,10,-10,-14,70
2,15,11,-9,-14,64
2,15,12,-9,-14,64
2,15,13,-8,-14,58
2,15,14,-8,-16,49
2,15,15,-9,-17,48
2,15,16,-9,-18,44
2,15,17,-11,-18,53
2,15,18,-11,-18,53
2,15,19,-12,-18,57
2,15,20,-13,-19,57
2,15,21,-14,-20,57
2,15,22,-14,-19,63
2,15,23,-14,-19,63
2,15,24,-14,-20,57
2,16,1,-15,-19,69
2,16,2,-14,-19,63
2,16,3,-15,-19,69
2,16,4,-15,-19,69
2,16,5,-14,-18,69
2,16,6,-15,-18,76
2,16,7,-15,-20,62
2,16,8,-16,-19,75
2,16,9,-14,-19,63
2,16,10,-14,-19,63
2,16,11,-12,-18,57
2,16,12,-11,-18,53
2,16,13,-10,-17,53
2,16,14,-9,-17,48
2,16,15,-8.6,-16.5,49
2,16,16,-8.6,-16.2,50
2,16,17,-9,-16,53
2,16,18,-9.2,-15.5,57
2,16,19,-9.9,-15.3,61
2,16,20,-10,-15,64
2,16,21,-10,-14,70
2,16,22,-10,-14,70
2,16,23,-10,-14,70
2,16,24,-11,-14,76
2,17,1,-10,-14,70
2,17,2,-9,-13,70
2,17,3,-8,-13,64
2,17,4,-8,-12,70
2,17,5,-8,-9,92
2,17,6,-8,-10,84
2,17,7,-7,-9,84
2,17,8,-7,-9,84
2,17,9,-6,-8,84
2,17,10,-5,-7,84
2,17,11,-4,-6,84
2,17,12,-3,-5,84
2,17,13,-3,-4,92
2,17,14,-2,-4,85
2,17,15,-2,-4,85
2,17,16,-2,-6,71
2,17,17,-3,-5,84
2,17,18,-3,-4,92
2,17,19,-4,-5,92
2,17,20,-4,-4,100
2,17,21,-4,-5,92
2,17,22,-4,-6,84
2,17,23,-5,-6,92
2,17,24,-6,-6,100
2,18,1,-6,-6,100
2,18,2,-6,-7,92
2,18,3,-6,-7,92
2,18,4,-7,-8,92
2,18,5,-6,-7,92
2,18,6,-6,-7,92
2,18,7,-6,-6,100
2,18,8,-5,-6,92
2,18,9,-4,-5,92
2,18,10,-3,-4,92
2,18,11,-2,-5,78
2,18,12,-2,-6,71
2,18,13,-2,-6,71
2,18,14,-2,-5,78
2,18,15,-2,-4,85
2,18,16,-2,-4,85
2,18,17,-2,-4,85
2,18,18,-2,-4,85
2,18,19,-2,-4,85
2,18,20,-2,-4,85
2,18,21,-2,-3,92
2,18,22,-2,-3,92
2,18,23,-2,-3,92
2,18,24,-2,-3,92
2,19,1,-2,-3,92
2,19,2,-2,-3,92
2,19,3,-2,-3,92
2,19,4,-1,-3,85
2,19,5,-1,-2,92
2,19,6,0,-1,92
2,19,7,1,-1,86
2,19,8,1,-2,79
2,19,9,1,-2,79
2,19,10,1,-3,72
2,19,11,2,-3,67
2,19,12,2,-4,62
2,19,13,2,-4,62
2,19,14,2,-5,57
2,19,15,2,-6,52
2,19,16,1,-8,47
2,19,17,0,-8,51
2,19,18,-1,-8,55
2,19,19,-2,-8,60
2,19,20,-2,-8,60
2,19,21,-2,-8,60
2,19,22,-3,-7,71
2,19,23,-3,-8,65
2,19,24,-4,-8,71
2,20,1,-4,-8,71
2,20,2,-4,-8,71
2,20,3,-5,-9,71
2,20,4,-5,-8,77
2,20,5,-5,-7,84
2,20,6,-5,-7,84
2,20,7,-6,-8,84
2,20,8,-6,-7,92
2,20,9,-3,-6,77
2,20,10,-1,-6,66
2,20,11,2,-5,57
2,20,12,4,-5,49
2,20,13,6,-5,43
2,20,14,8,-4,41
2,20,15,8,-5,37
2,20,16,8,-4,41
2,20,17,7,-3,48
2,20,18,6,-3,51
2,20,19,4,-2,64
2,20,20,3,-2,68
2,20,21,2,-2,73
2,20,22,1.7,-2.3,73
2,20,23,1,-3,72
2,20,24,1,-3,72
2,21,1,1,-4,67
2,21,2,0,-4,72
2,21,3,0,-4,72
2,21,4,-1,-4,78
2,21,5,-1,-6,66
2,21,6,-1,-5,71
2,21,7,-2,-6,71
2,21,8,-2,-5,78
2,21,9,0,-6,60
2,21,10,2,-6,52
2,21,11,4,-6,45
2,21,12,4,-6,45
2,21,13,6,-6,39
2,21,14,6,-4,47
2,21,15,7,-7,34
2,21,16,6,-8,33
2,21,17,6,-8,33
2,21,18,5,-8,36
2,21,19,3,-11,31
2,21,20,2,-10,37
2,21,21,0,-8,51
2,21,22,-1,-6,66
2,21,23,-3,-6,77
2,21,24,-3,-6,77
2,22,1,-3,-5,84
2,22,2,-3,-5,84
2,22,3,-2,-4,85
2,22,4,-2,-4,85
2,22,5,-2,-4,85
2,22,6,-1,-4,78
2,22,7,0,-6,60
2,22,8,0,-5,66
2,22,9,1,-5,61
2,22,10,0.7,-4.2,67
2,22,11,0.4,-3.7,71
2,22,12,0,-3,78
2,22,13,-0.4,-3.1,80
2,22,14,-1,-3,85
2,22,15,-1.3,-3.4,84
2,22,16,-2,-4,85
2,22,17,-3,-4,92
2,22,18,-3.3,-4.3,92
2,22,19,-4,-5,92
2,22,20,-4,-6,84
2,22,21,-4.5,-6.1,87
2,22,22,-4.8,-6.1,89
2,22,23,-5.5,-6.6,91
2,22,24,-5.9,-6.9,92
2,23,1,-6,-7,92
2,23,2,-7,-8,92
2,23,3,-8,-10,84
2,23,4,-9,-11,84
2,23,5,-9,-11,84
2,23,6,-9,-10,92
2,23,7,-9,-12,77
2,23,8,-9,-13,70
2,23,9,-9,-13,70
2,23,10,-8.6,-12.9,68
2,23,11,-8.2,-13,65
2,23,12,-8,-13,64
2,23,13,-7,-13,59
2,23,14,-6,-13,54
2,23,15,-5,-13,49
2,23,16,-5,-12,54
2,23,17,-5,-13,49
2,23,18,-5,-14,45
2,23,19,-6,-14,49
2,23,20,-7,-14,54
2,23,21,-8,-15,53
2,23,22,-9,-15,58
2,23,23,-10,-15,64
2,23,24,-10,-16,58
2,24,1,-10,-17,53
2,24,2,-10,-16,58
2,24,3,-10,-16,58
2,24,4,-10,-14,70
2,24,5,-10,-13,76
2,24,6,-10,-13,76
2,24,7,-10,-13,76
2,24,8,-9,-11,84
2,24,9,-9,-11,84
2,24,10,-9,-11,84
2,24,11,-8,-11,77
2,24,12,-8,-10,84
2,24,13,-7.6,-10.4,78
2,24,14,-7.2,-10.8,73
2,24,15,-7,-11,70
2,24,16,-7,-10,77
2,24,17,-7,-12,64
2,24,18,-8,-9,92
2,24,19,-8,-9,92
2,24,20,-8,-9,92
2,24,21,-9,-12,77
2,24,22,-11,-15,70
2,24,23,-12,-14,83
2,24,24,-12,-16,69
2,25,1,-13,-16,76
2,25,2,-15,-16,91
2,25,3,-15,-17,83
2,25,4,-15,-17,83
2,25,5,-16,-17,91
2,25,6,-16,-17,91
2,25,7,-16,-18,83
2,25,8,-17,-18,91
2,25,9,-15,-17,83
2,25,10,-14,-17,76
2,25,11,-13,-17,69
2,25,12,-12,-17,63
2,25,13,-11,-17,58
2,25,14,-10,-18,48
2,25,15,-9,-19,40
2,25,16,-9,-18,44
2,25,17,-9,-18,44
2,25,18,-9,-18,44
2,25,19,-10,-19,44
2,25,20,-12,-18,57
2,25,21,-12,-18,57
2,25,22,-12,-18,57
2,25,23,-13,-17,69
2,25,24,-16,-18,83
2,26,1,-16,-18,83
2,26,2,-17,-18,91
2,26,3,-18,-20,83
2,26,4,-18,-19,91
2,26,5,-18,-21,75
2,26,6,-17,-19,83
2,26,7,-18,-19,91
2,26,8,-16,-18,83
2,26,9,-13,-16,76
2,26,10,-11,-15,70
2,26,11,-10,-15,64
2,26,12,-9,-16,53
2,26,13,-7,-15,49
2,26,14,-7,-16,45
2,26,15,-6,-16,41
2,26,16,-6,-16,41
2,26,17,-6,-16,41
2,26,18,-6,-15,45
2,26,19,-7,-15,49
2,26,20,-8,-18,40
2,26,21,-9,-16,53
2,26,22,-10,-16,58
2,26,23,-11,-17,58
2,26,24,-12,-14,83
2,27,1,-14,-17,76
2,27,2,-14,-17,76
2,27,3,-16,-17,91
2,27,4,-16,-17,91
2,27,5,-16,-18,83
2,27,6,-17,-18,91
2,27,7,-17,-18,91
2,27,8,-16,-18,83
2,27,9,-12,-15,76
2,27,10,-8,-14,58
2,27,11,-6,-15,45
2,27,12,-4,-19,26
2,27,13,-3,-18,26
2,27,14,-2,-20,20
2,27,15,-1,-19,20
2,27,16,-1,-18,22
2,27,17,-1,-17,24
2,27,18,-3,-16,32
2,27,19,-4,-17,31
2,27,20,-6,-16,41
2,27,21,-7,-17,41
2,27,22,-7,-16,45
2,27,23,-9,-15,58
2,27,24,-11,-16,63
2,28,1,-11,-15,70
2,28,2,-12,-14,83
2,28,3,-13,-16,76
2,28,4,-13,-16,76
2,28,5,-13,-17,69
2,28,6,-14,-15,91
2,28,7,-14,-17,76
2,28,8,-13,-17,69
2,28,9,-10,-16,58
2,28,10,-5,-17,34
2,28,11,-2,-17,27
2,28,12,-0.8,-16.8,24
2,28,13,0,-17,22
2,28,14,1,-16,23
2,28,15,2,-16,21
2,28,16,2,-16,21
2,28,17,2,-15,23
2,28,18,2,-14,26
2,28,19,-1,-7,60
2,28,20,-2,-7,65
2,28,21,-3,-8,65
2,28,22,-1.3,-6.9,71
2,28,23,0.1,-5.9,71
2,28,24,1.7,-4.9,71
3,1,1,3.3,-3.9,44
3,1,2,4.9,-2.9,56
3,1,3,6.4,-1.9,61
3,1,4,8,-1,52
3,1,5,9,-1,49
3,1,6,9,-1,49
3,1,7,8,3,71
3,1,8,10,3,62
3,1,9,11,4,62
3,1,10,11,6,71
3,1,11,11,7,76
3,1,12,11,7,76
3,1,13,8,6,87
3,1,14,6,2,75
3,1,15,6,-1,60
3,1,16,6,-2,55
3,1,17,5.6,-2.1,56
3,1,18,5,-2,59
3,1,19,4,-3,59
3,1,20,2,-2,73
3,1,21,2,-3,67
3,1,22,2,-4,62
3,1,23,2,-4,62
3,1,24,2,-4,62
3,2,1,2,-4,62
3,2,2,2,-5,57
3,2,3,1,-6,56
3,2,4,1,-6,56
3,2,5,1,-6,56
3,2,6,0,-7,55
3,2,7,-1,-8,55
3,2,8,-1,-7,60
3,2,9,-1,-7,60
3,2,10,-1,-7,60
3,2,11,0,-6,60
3,2,12,0,-6,60
3,2,13,1,-6,56
3,2,14,1,-7,51
3,2,15,2,-7,48
3,2,16,2,-6,52
3,2,17,4,-6,45
3,2,18,3,-6,49
3,2,19,1,-6,56
3,2,20,1,-6,56
3,2,21,-1,-6,66
3,2,22,-2,-6,71
3,2,23,-1,-7,60
3,2,24,-2,-8,60
3,3,1,-3,-7,71
3,3,2,-3,-7,71
3,3,3,-3,-7,71
3,3,4,-4,-8,71
3,3,5,-5,-7,84
3,3,6,-5,-7,84
3,3,7,-6,-7,92
3,3,8,-4,-6,84
3,3,9,-1,-6,66
3,3,10,1,-6,56
3,3,11,3,-8,41
3,3,12,4,-9,35
3,3,13,6,-6,39
3,3,14,8,-5,37
3,3,15,8,-1,52
3,3,16,7,0,61
3,3,17,7,0,61
3,3,18,6,-7,36
3,3,19,5,-7,39
3,3,20,3,-7,45
3,3,21,1,-7,51
3,3,22,0,-2,85
3,3,23,0,-4,72
3,3,24,-1,-5,71
3,4,1,-1.2,-5.2,71
3,4,2,-1.3,-5.1,73
3,4,3,-1.3,-4.9,74
3,4,4,-1.4,-4.9,74
3,4,5,-1.2,-4.6,75
3,4,6,-1,-4.1,77
3,4,7,-1,-4,78
3,4,8,-1,-5,71
3,4,9,2,-10,37
3,4,10,4,-5,49
3,4,11,7,-7,34
3,4,12,9,-7,29
3,4,13,10,-7,28
3,4,14,11,-7,26
3,4,15,12,-6,26
3,4,16,13,-2,35
3,4,17,13,-1,38
3,4,18,12,0,44
3,4,19,10,1,54
3,4,20,8,1,61
3,4,21,7,1,66
3,4,22,6,1,70
3,4,23,4,-1,69
3,4,24,4,-1,69
3,5,1,4,-1,69
3,5,2,3,-1,74
3,5,3,1,-2,79
3,5,4,0,-2,85
3,5,5,1,-2,79
3,5,6,1,-3,72
3,5,7,-2,-3,92
3,5,8,0,-2,85
3,5,9,3,-1,74
3,5,10,7,-1,56
3,5,11,10,-3,39
3,5,12,12,-2,37
3,5,13,12,-2,37
3,5,14,13,-1,38
3,5,15,13,-1,38
3,5,16,13,-1,38
3,5,17,13,-1,38
3,5,18,12,-1,40
3,5,19,9,-3,41
3,5,20,7,0,61
3,5,21,6,-1,60
3,5,22,3,-2,68
3,5,23,1,-3,72
3,5,24,1,-4,67
3,6,1,1,-4,67
3,6,2,0,-4,72
3,6,3,0,-4,72
3,6,4,-1,-4,78
3,6,5,-1,-4,78
3,6,6,-1,-4,78
3,6,7,0,-3,78
3,6,8,1,-3,72
3,6,9,3,-2,68
3,6,10,5,-2,59
3,6,11,7,-2,52
3,6,12,9,-2,45
3,6,13,11,-2,39
3,6,14,13,-1,38
3,6,15,14,0,38
3,6,16,14,0,38
3,6,17,13,-1,38
3,6,18,12,-2,37
3,6,19,10,-2,42
3,6,20,8,-3,44
3,6,21,7,-3,48
3,6,22,6,-2,55
3,6,23,6,-3,51
3,6,24,4,-3,59
3,7,1,2,-3,67
3,7,2,2,-3,67
3,7,3,2,-3,67
3,7,4,3,-1,74
3,7,5,4,-2,64
3,7,6,6,-1,60
3,7,7,7,0,61
3,7,8,7,0,61
3,7,9,11,1,50
3,7,10,14,3,47
3,7,11,17,6,48
3,7,12,19.7,8,47
3,7,13,22,10,46
3,7,14,23,12,50
3,7,15,23,12,50
3,7,16,23,13,53
3,7,17,23,13,53
3,7,18,22,13,57
3,7,19,20,13,64
3,7,20,19,13,68
3,7,21,17,13,77
3,7,22,15,13,88
3,7,23,13,11,88
3,7,24,14,12,88
3,8,1,13,12,94
3,8,2,12,11,94
3,8,3,12,11,94
3,8,4,13,11,88
3,8,5,14,11,82
3,8,6,16,11,72
3,8,7,14,9,72
3,8,8,14,9,72
3,8,9,17,9,59
3,8,10,19,9,52
3,8,11,22,9,43
3,8,12,23,7,36
3,8,13,25,6,30
3,8,14,26,6,28
3,8,15,25,7,32
3,8,16,25,4,26
3,8,17,24,6,31
3,8,18,23,7,36
3,8,19,22,6,35
3,8,20,22,7,38
3,8,21,21,7,40
3,8,22,21,8,43
3,8,23,21,8,43
3,8,24,20,8,46
3,9,1,19,8,49
3,9,2,18,9,56
3,9,3,18,10,59
3,9,4,17,10,63
3,9,5,17,11,68
3,9,6,16,10,68
3,9,7,15,10,72
3,9,8,16,9,63
3,9,9,16,8,59
3,9,10,16,6,51
3,9,11,16,6,51
3,9,12,14,6,59
3,9,13,13,6,62
3,9,14,10,9,93
3,9,15,9,7,87
3,9,16,8,6,87
3,9,17,8,4,76
3,9,18,7,3,76
3,9,19,1,1,100
3,9,20,-1,-1,100
3,9,21,-2,-2,100
3,9,22,-2,-3,92
3,9,23,-3,-4,92
3,9,24,-3,-5,84
3,10,1,-3,-7,71
3,10,2,-3,-7,71
3,10,3,-4,-6,84
3,10,4,-4,-7,77
3,10,5,-5,-7,84
3,10,6,-5,-8,77
3,10,7,-5,-8,77
3,10,8,-5,-8,77
3,10,9,-5,-6,92
3,10,10,-4,-7,77
3,10,11,-4,-7,77
3,10,12,-3,-7,71
3,10,13,-2,-7,65
3,10,14,-2,-8,60
3,10,15,-1,-8,55
3,10,16,-1,-8,55
3,10,17,-1,-7,60
3,10,18,-2,-8,60
3,10,19,-2,-8,60
3,10,20,-3,-8,65
3,10,21,-3,-8,65
3,10,22,-4,-9,65
3,10,23,-6,-8,84
3,10,24,-6,-8,84
3,11,1,-6,-8,84
3,11,2,-7,-9,84
3,11,3,-7,-10,77
3,11,4,-7,-10,77
3,11,5,-7,-10,77
3,11,6,-7,-9,84
3,11,7,-7,-10,77
3,11,8,-6,-8,84
3,11,9,-5,-7,84
3,11,10,-4,-7,77
3,11,11,-3,-7,71
3,11,12,-3,-7,71
3,11,13,-2,-6,71
3,11,14,-2,-6,71
3,11,15,-2,-6,71
3,11,16,-1,-6,66
3,11,17,-2,-6,71
3,11,18,-2,-6,71
3,11,19,-2,-6,71
3,11,20,-3,-7,71
3,11,21,-3,-7,71
3,11,22,-3,-6,77
3,11,23,-3,-7,71
3,11,24,-3,-10,55
3,12,1,-3,-11,50
3,12,2,-3,-12,46
3,12,3,-3,-9,60
3,12,4,-3,-9,60
3,12,5,-3,-9,60
3,12,6,-4,-9,65
3,12,7,-4,-9,65
3,12,8,-4,-9,65
3,12,9,-2,-8,60
3,12,10,0,-9,46
3,12,11,1,-12,33
3,12,12,3,-11,31
3,12,13,3,-11,31
3,12,14,4,-12,27
3,12,15,4,-11,29
3,12,16,4,-10,32
3,12,17,4,-10,32
3,12,18,3,-9,37
3,12,19,3,-9,37
3,12,20,2,-8,44
3,12,21,1,-8,47
3,12,22,1,-5,61
3,12,23,0,-8,51
3,12,24,-1,-7,60
3,13,1,-2,-8,60
3,13,2,-2,-7,65
3,13,3,-2,-8,60
3,13,4,-2,-7,65
3,13,5,-1,-8,55
3,13,6,-1,-7,60
3,13,7,-2,-5,78
3,13,8,-2,-3,92
3,13,9,-2,-2,100
3,13,10,-1,-2,92
3,13,11,-1,-1,100
3,13,12,0,0,100
3,13,13,2,1,93
3,13,14,4,2,87
3,13,15,6,-1,60
3,13,16,5,0,70
3,13,17,4,1,81
3,13,18,3,0,81
3,13,19,3,1,87
3,13,20,3,1,87
3,13,21,3,1,87
3,13,22,3,2,93
3,13,23,2,2,100
3,13,24,2,2,100
3,14,1,2,2,100
3,14,2,2,2,100
3,14,3,2,2,100
3,14,4,2,2,100
3,14,5,2,2,100
3,14,6,2,2,100
3,14,7,1,1,100
3,14,8,2,2,100
3,14,9,4,2,87
3,14,10,6,2,75
3,14,11,7,1,66
3,14,12,8,1,61
3,14,13,9,1,57
3,14,14,11,1,50
3,14,15,10,-1,46
3,14,16,9,1,57
3,14,17,9,1,57
3,14,18,10,-2,42
3,14,19,9,-3,41
3,14,20,8,-2,48
3,14,21,8,-1,52
3,14,22,8,1,61
3,14,23,8,0,57
3,14,24,9,-1,49
3,15,1,8,1,61
3,15,2,7,2,70
3,15,3,6,4,87
3,15,4,5,5,100
3,15,5,5,5,100
3,15,6,5,5,100
3,15,7,6,6,100
3,15,8,6,6,100
3,15,9,7,6,93
3,15,10,8,6,87
3,15,11,8,6,87
3,15,12,9,6,81
3,15,13,11,6,71
3,15,14,13,7,67
3,15,15,14,6,59
3,15,16,16,6,51
3,15,17,16,6,51
3,15,18,14,8,67
3,15,19,13,8,72
3,15,20,13,8,72
3,15,21,11,11,100
3,15,22,11,11,100
3,15,23,8,8,100
3,15,24,8,7,93
3,16,1,7,7,100
3,16,2,2,2,100
3,16,3,1,1,100
3,16,4,0,-1,92
3,16,5,-1,-2,92
3,16,6,-1,-3,85
3,16,7,-2,-3,92
3,16,8,-2,-4,85
3,16,9,-2,-4,85
3,16,10,-2,-4,85
3,16,11,-1,-4,78
3,16,12,-1,-5,71
3,16,13,-1,-6,66
3,16,14,-1,-6,66
3,16,15,-1,-6,66
3,16,16,0,-7,55
3,16,17,-1,-8,55
3,16,18,-2,-8,60
3,16,19,-2,-8,60
3,16,20,-3,-9,60
3,16,21,-4,-9,65
3,16,22,-4,-10,59
3,16,23,-4,-10,59
3,16,24,-4,-11,54
3,17,1,-5,-11,59
3,17,2,-5,-11,59
3,17,3,-6,-10,70
3,17,4,-6,-11,64
3,17,5,-6,-10,70
3,17,6,-6,-8,84
3,17,7,-6,-7,92
3,17,8,-4,-7,77
3,17,9,-3,-9,60
3,17,10,-3,-9,60
3,17,11,-2,-10,50
3,17,12,-2,-10,50
3,17,13,-1,-11,42
3,17,14,0,-12,36
3,17,15,0,-12,36
3,17,16,0,-12,36
3,17,17,-1,-12,39
3,17,18,-1,-12,39
3,17,19,-3,-12,46
3,17,20,-4,-12,50
3,17,21,-4,-12,50
3,17,22,-6,-12,59
3,17,23,-6,-12,59
3,17,24,-6,-12,59
3,18,1,-6,-12,59
3,18,2,-6,-12,59
3,18,3,-6,-12,59
3,18,4,-6,-11,64
3,18,5,-5,-9,71
3,18,6,-4,-8,71
3,18,7,-4,-9,65
3,18,8,-3,-9,60
3,18,9,-2,-9,55
3,18,10,-1,-12,39
3,18,11,1,-12,33
3,18,12,2,-11,34
3,18,13,3,-11,31
3,18,14,3,-11,31
3,18,15,4,-10,32
3,18,16,2,-12,31
3,18,17,2,-11,34
3,18,18,1,-9,43
3,18,19,0,-9,46
3,18,20,-1,-8,55
3,18,21,-1,-6,66
3,18,22,-1,-7,60
3,18,23,-1,-6,66
3,18,24,-1,-6,66
3,19,1,0,-5,66
3,19,2,-1,-6,66
3,19,3,0,-5,66
3,19,4,0,-4,72
3,19,5,1,-3,72
3,19,6,1,-3,72
3,19,7,1,-4,67
3,19,8,2,-3,67
3,19,9,2,-3,67
3,19,10,2,-2,73
3,19,11,3,-2,68
3,19,12,4,-2,64
3,19,13,3,1,87
3,19,14,3,2,93
3,19,15,2,2,100
3,19,16,2,2,100
3,19,17,2,2,100
3,19,18,3,3,100
3,19,19,3,3,100
3,19,20,3,3,100
3,19,21,4,4,100
3,19,22,4,4,100
3,19,23,4,4,100
3,19,24,4,4,100
3,20,1,5,5,100
3,20,2,4,4,100
3,20,3,5,4,93
3,20,4,5,4,93
3,20,5,5,4,93
3,20,6,5,5,100
3,20,7,5,4,93
3,20,8,5.3,5,98
3,20,9,6,6,100
3,20,10,6,5,93
3,20,11,6,5,93
3,20,12,7,5,87
3,20,13,6,6,100
3,20,14,7,6,93
3,20,15,7,7,100
3,20,16,7,7,100
3,20,17,6,6,100
3,20,18,6,6,100
3,20,19,6,6,100
3,20,20,6,6,100
3,20,21,6,6,100
3,20,22,6,6,100
3,20,23,5,5,100
3,20,24,4,4,100
3,21,1,4,3,93
3,21,2,4,3,93
3,21,3,4,3,93
3,21,4,4,4,100
3,21,5,4,4,100
3,21,6,4,4,100
3,21,7,4,4,100
3,21,8,4,4,100
3,21,9,5,5,100
3,21,10,5,5,100
3,21,11,6,6,100
3,21,12,6,5,93
3,21,13,7,5,87
3,21,14,7,5,87
3,21,15,7,6,93
3,21,16,8,6,87
3,21,17,7,5,87
3,21,18,7,5,87
3,21,19,7,5,87
3,21,20,7,6,93
3,21,21,7,6,93
3,21,22,7,5,87
3,21,23,7,5,87
3,21,24,6,5,93
3,22,1,6,4,87
3,22,2,3,3,100
3,22,3,2,2,100
3,22,4,2,2,100
3,22,5,0,0,100
3,22,6,1,1,100
3,22,7,0,0,100
3,22,8,2,2,100
3,22,9,4,4,100
3,22,10,6,6,100
3,22,11,9,6,81
3,22,12,11,6,71
3,22,13,12,7,71
3,22,14,12,7,71
3,22,15,13,7,67
3,22,16,12,6,67
3,22,17,13,6,62
3,22,18,12,6,67
3,22,19,12,7,71
3,22,20,12,7,71
3,22,21,10,7,82
3,22,22,8,6,87
3,22,23,8,6,87
3,22,24,7,6,93
3,23,1,6,5,93
3,23,2,5,4,93
3,23,3,4,4,100
3,23,4,4,4,100
3,23,5,3,3,100
3,23,6,3,2,93
3,23,7,2,2,100
3,23,8,6,6,100
3,23,9,9,8,93
3,23,10,12,9,82
3,23,11,14,8,67
3,23,12,16,8,59
3,23,13,16,7,55
3,23,14,17,7,52
3,23,15,18,8,52
3,23,16,18,8,52
3,23,17,18,8,52
3,23,18,17,9,59
3,23,19,14,8,67
3,23,20,13,8,72
3,23,21,11,7,76
3,23,22,10,7,82
3,23,23,8,6,87
3,23,24,6,6,100
3,24,1,6,6,100
3,24,2,5,5,100
3,24,3,5,5,100
3,24,4,3,3,100
3,24,5,7,5,87
3,24,6,6,6,100
3,24,7,6,6,100
3,24,8,8,6,87
3,24,9,10,6,76
3,24,10,12,7,71
3,24,11,13,7,67
3,24,12,15,7,59
3,24,13,17,8,55
3,24,14,18,7,49
3,24,15,18,7,49
3,24,16,19,7,46
3,24,17,18,8,52
3,24,18,17,8,55
3,24,19,16,8,59
3,24,20,13,7,67
3,24,21,12,7,71
3,24,22,11,7,76
3,24,23,11,7,76
3,24,24,12,9,82
3,25,1,12,10,88
3,25,2,12,10,88
3,25,3,11,10,94
3,25,4,12,11,94
3,25,5,12,11,94
3,25,6,12,11,94
3,25,7,12,11,94
3,25,8,13,11,88
3,25,9,14,11,82
3,25,10,16,9,63
3,25,11,16,1,36
3,25,12,16,1,36
3,25,13,17,1,34
3,25,14,17,-1,29
3,25,15,16,-2,28
3,25,16,15,-1,33
3,25,17,13,-3,32
3,25,18,12,-4,31
3,25,19,11,-3,36
3,25,20,10,-2,42
3,25,21,10,-2,42
3,25,22,10,-2,42
3,25,23,9,-3,41
3,25,24,8,-3,44
3,26,1,8,-3,44
3,26,2,7,-3,48
3,26,3,7,-2,52
3,26,4,6,-2,55
3,26,5,5,-2,59
3,26,6,4,-3,59
3,26,7,4,-3,59
3,26,8,6,-2,55
3,26,9,7,-3,48
3,26,10,9,-3,41
3,26,11,10,-4,36
3,26,12,11,-4,33
3,26,13,12,-4,31
3,26,14,13,-4.1,29
3,26,15,14,-4,27
3,26,16,14,-4,27
3,26,17,14,-4,27
3,26,18,14,-3,30
3,26,19,13,-3,32
3,26,20,11,-3,36
3,26,21,11,-3,36
3,26,22,11,-2,39
3,26,23,10,-1,46
3,26,24,10,-1,46
3,27,1,10,-1,46
3,27,2,11,0,47
3,27,3,10,1,54
3,27,4,10,4,66
3,27,5,8,8,100
3,27,6,7,7,100
3,27,7,6,5,93
3,27,8,5,3,87
3,27,9,6,2,75
